date,sex,age,ethnicity,population,year
01/01/2008,male,70-74,bumi_malay,79.1,2008
01/01/2008,male,70-74,bumi_other,16.5,2008
01/01/2008,male,70-74,chinese,67.4,2008
01/01/2008,male,70-74,indian,10.8,2008
01/01/2008,male,70-74,other_citizen,1.2,2008
01/01/2008,male,75-79,overall,100.4,2008
01/01/2008,male,75-79,bumi_malay,43.8,2008
01/01/2008,male,75-79,bumi_other,10.6,2008
01/01/2008,male,75-79,chinese,35.8,2008
01/01/2008,male,75-79,indian,6.1,2008
01/01/2008,male,75-79,other_citizen,0.8,2008
01/01/2008,male,80-84,overall,57,2008
01/01/2008,male,80-84,bumi_malay,26.5,2008
01/01/2008,male,80-84,bumi_other,5.9,2008
01/01/2008,male,80-84,chinese,18.6,2008
01/01/2008,male,80-84,indian,3.2,2008
01/01/2008,male,80-84,other_citizen,0.5,2008
01/01/2008,male,85+,overall,37.4,2008
01/01/2008,male,85+,bumi_malay,17.5,2008
01/01/2008,male,85+,bumi_other,3.7,2008
01/01/2008,male,85+,chinese,11.2,2008
01/01/2008,male,85+,indian,2.1,2008
01/01/2008,male,85+,other_citizen,0.4,2008
01/01/2009,female,0-4,overall,1223.3,2009
01/01/2009,female,0-4,bumi_malay,705.6,2009
01/01/2009,female,0-4,bumi_other,181,2009
01/01/2009,female,0-4,chinese,214.1,2009
01/01/2009,female,0-4,indian,74.4,2009
01/01/2009,female,0-4,other_citizen,20.8,2009
01/01/2009,female,5-9,overall,1295.3,2009
01/01/2009,female,5-9,bumi_malay,739.1,2009
01/01/2009,female,5-9,bumi_other,183.1,2009
01/01/2009,female,5-9,chinese,244.8,2009
01/01/2009,female,5-9,indian,84.5,2009
01/01/2009,female,5-9,other_citizen,17.8,2009
01/01/2009,female,10-14,overall,1312.8,2009
01/01/2009,female,10-14,bumi_malay,737.2,2009
01/01/2009,female,10-14,bumi_other,182.5,2009
01/01/2009,female,10-14,chinese,257.6,2009
01/01/2009,female,10-14,indian,88.3,2009
01/01/2009,female,10-14,other_citizen,16.1,2009
01/01/2009,female,15-19,overall,1384.1,2009
01/01/2009,female,15-19,bumi_malay,736.1,2009
01/01/2009,female,15-19,bumi_other,181,2009
01/01/2009,female,15-19,chinese,265.4,2009
01/01/2009,female,15-19,indian,88.9,2009
01/01/2009,female,15-19,other_citizen,15.6,2009
01/01/2009,female,20-24,overall,1383.2,2009
01/01/2009,female,20-24,bumi_malay,683.4,2009
01/01/2009,female,20-24,bumi_other,163.1,2009
01/01/2009,female,20-24,chinese,264.1,2009
01/01/2009,female,20-24,indian,89.6,2009
01/01/2009,female,20-24,other_citizen,14.3,2009
01/01/2009,female,25-29,overall,1247.3,2009
01/01/2009,female,25-29,bumi_malay,596.9,2009
01/01/2009,female,25-29,bumi_other,140.1,2009
01/01/2009,female,25-29,chinese,255.5,2009
01/01/2009,female,25-29,indian,85,2009
01/01/2009,female,25-29,other_citizen,11.1,2009
01/01/2009,female,30-34,overall,988.3,2009
01/01/2009,female,30-34,bumi_malay,463.6,2009
01/01/2009,female,30-34,bumi_other,107.6,2009
01/01/2009,female,30-34,chinese,227.6,2009
01/01/2009,female,30-34,indian,71.1,2009
01/01/2009,female,30-34,other_citizen,7.7,2009
01/01/2009,female,35-39,overall,933,2009
01/01/2009,female,35-39,bumi_malay,437.5,2009
01/01/2009,female,35-39,bumi_other,101.9,2009
01/01/2009,female,35-39,chinese,225.9,2009
01/01/2009,female,35-39,indian,67.2,2009
01/01/2009,female,35-39,other_citizen,6.9,2009
01/01/2009,female,40-44,overall,868.4,2009
01/01/2009,female,40-44,bumi_malay,414.9,2009
01/01/2009,female,40-44,bumi_other,91.6,2009
01/01/2009,female,40-44,chinese,226,2009
01/01/2009,female,40-44,indian,66.6,2009
01/01/2009,female,40-44,other_citizen,6.6,2009
01/01/2009,female,45-49,overall,757.6,2009
01/01/2009,female,45-49,bumi_malay,370.2,2009
01/01/2009,female,45-49,bumi_other,77.8,2009
01/01/2009,female,45-49,chinese,204.1,2009
01/01/2009,female,45-49,indian,62.1,2009
01/01/2009,female,45-49,other_citizen,5.6,2009
01/01/2009,female,50-54,overall,642.4,2009
01/01/2009,female,50-54,bumi_malay,317.1,2009
01/01/2009,female,50-54,bumi_other,59.4,2009
01/01/2009,female,50-54,chinese,184,2009
01/01/2009,female,50-54,indian,54.2,2009
01/01/2009,female,50-54,other_citizen,4.3,2009
01/01/2009,female,55-59,overall,501.2,2009
01/01/2009,female,55-59,bumi_malay,246.5,2009
01/01/2009,female,55-59,bumi_other,41.3,2009
01/01/2009,female,55-59,chinese,155.2,2009
01/01/2009,female,55-59,indian,40.9,2009
01/01/2009,female,55-59,other_citizen,3,2009
01/01/2009,female,60-64,overall,381.9,2009
01/01/2009,female,60-64,bumi_malay,181.5,2009
01/01/2009,female,60-64,bumi_other,32.7,2009
01/01/2009,female,60-64,chinese,126.3,2009
01/01/2009,female,60-64,indian,29.6,2009
01/01/2009,female,60-64,other_citizen,2.2,2009
01/01/2009,female,65-69,overall,256.9,2009
01/01/2009,female,65-69,bumi_malay,120.8,2009
01/01/2009,female,65-69,bumi_other,25.2,2009
01/01/2009,female,65-69,chinese,86.8,2009
01/01/2009,female,65-69,indian,16.6,2009
01/01/2009,female,65-69,other_citizen,1.5,2009
01/01/2009,female,70-74,overall,201.5,2009
01/01/2009,female,70-74,bumi_malay,96.8,2009
01/01/2009,female,70-74,bumi_other,17.5,2009
01/01/2009,female,70-74,chinese,68.3,2009
01/01/2009,female,70-74,indian,13.7,2009
01/01/2009,female,70-74,other_citizen,1,2009
01/01/2009,female,75-79,overall,118.9,2009
01/01/2009,female,75-79,bumi_malay,54.6,2009
01/01/2009,female,75-79,bumi_other,12.1,2009
01/01/2009,female,75-79,chinese,40.2,2009
01/01/2009,female,75-79,indian,8.3,2009
01/01/2009,female,75-79,other_citizen,0.7,2009
01/01/2009,female,80-84,overall,77.5,2009
01/01/2009,female,80-84,bumi_malay,37.7,2009
01/01/2009,female,80-84,bumi_other,6.7,2009
01/01/2009,female,80-84,chinese,26.1,2009
01/01/2009,female,80-84,indian,4.2,2009
01/01/2009,female,80-84,other_citizen,0.5,2009
01/01/2009,female,85+,overall,51,2009
01/01/2009,female,85+,bumi_malay,24,2009
01/01/2009,female,85+,bumi_other,4.1,2009
01/01/2009,female,85+,chinese,17.2,2009
01/01/2009,female,85+,indian,3,2009
01/01/2009,female,85+,other_citizen,0.4,2009
01/01/2009,male,0-4,overall,1291.7,2009
01/01/2009,male,0-4,bumi_malay,743.5,2009
01/01/2009,male,0-4,bumi_other,189.6,2009
01/01/2009,male,0-4,chinese,228.6,2009
01/01/2009,male,0-4,indian,77.7,2009
01/01/2009,male,0-4,other_citizen,22.7,2009
01/01/2009,male,5-9,overall,1364.5,2009
01/01/2009,male,5-9,bumi_malay,778.1,2009
01/01/2009,male,5-9,bumi_other,191.2,2009
01/01/2009,male,5-9,chinese,259.3,2009
01/01/2009,male,5-9,indian,87.7,2009
01/01/2009,male,5-9,other_citizen,19.3,2009
01/01/2009,male,10-14,overall,1378.2,2009
01/01/2009,male,10-14,bumi_malay,774.8,2009
01/01/2009,male,10-14,bumi_other,187.2,2009
01/01/2009,male,10-14,chinese,272.2,2009
01/01/2009,male,10-14,indian,90.3,2009
01/01/2009,male,10-14,other_citizen,17.4,2009
01/01/2009,male,15-19,overall,1457.7,2009
01/01/2009,male,15-19,bumi_malay,756,2009
01/01/2009,male,15-19,bumi_other,181.7,2009
01/01/2009,male,15-19,chinese,280.6,2009
01/01/2009,male,15-19,indian,91.9,2009
01/01/2009,male,15-19,other_citizen,16.3,2009
01/01/2009,male,20-24,overall,1486.6,2009
01/01/2009,male,20-24,bumi_malay,690,2009
01/01/2009,male,20-24,bumi_other,157.1,2009
01/01/2009,male,20-24,chinese,269,2009
01/01/2009,male,20-24,indian,93.9,2009
01/01/2009,male,20-24,other_citizen,14.5,2009
01/01/2009,male,25-29,overall,1404.9,2009
01/01/2009,male,25-29,bumi_malay,609.9,2009
01/01/2009,male,25-29,bumi_other,141.4,2009
01/01/2009,male,25-29,chinese,266.5,2009
01/01/2009,male,25-29,indian,87.4,2009
01/01/2009,male,25-29,other_citizen,11,2009
01/01/2009,male,30-34,overall,1108,2009
01/01/2009,male,30-34,bumi_malay,476.6,2009
01/01/2009,male,30-34,bumi_other,108.8,2009
01/01/2009,male,30-34,chinese,248.6,2009
01/01/2009,male,30-34,indian,74.4,2009
01/01/2009,male,30-34,other_citizen,6.8,2009
01/01/2009,male,35-39,overall,987.9,2009
01/01/2009,male,35-39,bumi_malay,431.4,2009
01/01/2009,male,35-39,bumi_other,103.4,2009
01/01/2009,male,35-39,chinese,240.5,2009
01/01/2009,male,35-39,indian,66.8,2009
01/01/2009,male,35-39,other_citizen,5.8,2009
01/01/2009,male,40-44,overall,897.3,2009
01/01/2009,male,40-44,bumi_malay,404.6,2009
01/01/2009,male,40-44,bumi_other,95.7,2009
01/01/2009,male,40-44,chinese,234.6,2009
01/01/2009,male,40-44,indian,63.9,2009
01/01/2009,male,40-44,other_citizen,6,2009
01/01/2009,male,45-49,overall,821.7,2009
01/01/2009,male,45-49,bumi_malay,376.4,2009
01/01/2009,male,45-49,bumi_other,85,2009
01/01/2009,male,45-49,chinese,230.6,2009
01/01/2009,male,45-49,indian,63.4,2009
01/01/2009,male,45-49,other_citizen,5.9,2009
01/01/2009,male,50-54,overall,681.5,2009
01/01/2009,male,50-54,bumi_malay,314,2009
01/01/2009,male,50-54,bumi_other,67.4,2009
01/01/2009,male,50-54,chinese,204.6,2009
01/01/2009,male,50-54,indian,53.2,2009
01/01/2009,male,50-54,other_citizen,5.6,2009
01/01/2009,male,55-59,overall,528.2,2009
01/01/2009,male,55-59,bumi_malay,246.5,2009
01/01/2009,male,55-59,bumi_other,46.7,2009
01/01/2009,male,55-59,chinese,170.8,2009
01/01/2009,male,55-59,indian,39.8,2009
01/01/2009,male,55-59,other_citizen,4,2009
01/01/2009,male,60-64,overall,393.5,2009
01/01/2009,male,60-64,bumi_malay,178.2,2009
01/01/2009,male,60-64,bumi_other,33.4,2009
01/01/2009,male,60-64,chinese,138.8,2009
01/01/2009,male,60-64,indian,27.5,2009
01/01/2009,male,60-64,other_citizen,2.3,2009
01/01/2009,male,65-69,overall,260.3,2009
01/01/2009,male,65-69,bumi_malay,113.4,2009
01/01/2009,male,65-69,bumi_other,25.6,2009
01/01/2009,male,65-69,chinese,96.9,2009
01/01/2009,male,65-69,indian,14.9,2009
01/01/2009,male,65-69,other_citizen,1.7,2009
01/01/2009,male,70-74,overall,192,2009
01/01/2009,male,70-74,bumi_malay,84.7,2009
01/01/2009,male,70-74,bumi_other,17,2009
01/01/2009,male,70-74,chinese,72.6,2009
01/01/2009,male,70-74,indian,11.3,2009
01/01/2009,male,70-74,other_citizen,1.1,2009
01/01/2009,male,75-79,overall,103.4,2009
01/01/2009,male,75-79,bumi_malay,44.2,2009
01/01/2009,male,75-79,bumi_other,11.3,2009
01/01/2009,male,75-79,chinese,37.4,2009
01/01/2009,male,75-79,indian,6.5,2009
01/01/2009,male,75-79,other_citizen,0.7,2009
01/01/2009,male,80-84,overall,60.8,2009
01/01/2009,male,80-84,bumi_malay,27.9,2009
01/01/2009,male,80-84,bumi_other,6.2,2009
01/01/2009,male,80-84,chinese,20.4,2009
01/01/2009,male,80-84,indian,3.4,2009
01/01/2009,male,80-84,other_citizen,0.5,2009
01/01/2009,male,85+,overall,38.7,2009
01/01/2009,male,85+,bumi_malay,17.7,2009
01/01/2009,male,85+,bumi_other,4.1,2009
01/01/2009,male,85+,chinese,11.6,2009
01/01/2009,male,85+,indian,2.3,2009
01/01/2009,male,85+,other_citizen,0.4,2009
01/01/2010,female,0-4,overall,1220.4,2010
01/01/2010,female,0-4,bumi_malay,710.3,2010
01/01/2010,female,0-4,bumi_other,183.9,2010
01/01/2010,female,0-4,chinese,209.6,2010
01/01/2010,female,0-4,indian,73,2010
01/01/2010,female,0-4,other_citizen,17.4,2010
01/01/2010,female,5-9,overall,1294.9,2010
01/01/2010,female,5-9,bumi_malay,743.8,2010
01/01/2010,female,5-9,bumi_other,187.4,2010
01/01/2010,female,5-9,chinese,240.7,2010
01/01/2010,female,5-9,indian,83.1,2010
01/01/2010,female,5-9,other_citizen,14.8,2010
01/01/2010,female,10-14,overall,1295.6,2010
01/01/2010,female,10-14,bumi_malay,734.2,2010
01/01/2010,female,10-14,bumi_other,183.7,2010
01/01/2010,female,10-14,chinese,254.8,2010
01/01/2010,female,10-14,indian,87.6,2010
01/01/2010,female,10-14,other_citizen,13,2010
01/01/2010,female,15-19,overall,1383.6,2010
01/01/2010,female,15-19,bumi_malay,744.2,2010
01/01/2010,female,15-19,bumi_other,185.9,2010
01/01/2010,female,15-19,chinese,267,2010
01/01/2010,female,15-19,indian,89.3,2010
01/01/2010,female,15-19,other_citizen,12.7,2010
01/01/2010,female,20-24,overall,1408,2010
01/01/2010,female,20-24,bumi_malay,697,2010
01/01/2010,female,20-24,bumi_other,168,2010
01/01/2010,female,20-24,chinese,265.7,2010
01/01/2010,female,20-24,indian,90.2,2010
01/01/2010,female,20-24,other_citizen,11.9,2010
01/01/2010,female,25-29,overall,1310.7,2010
01/01/2010,female,25-29,bumi_malay,624,2010
01/01/2010,female,25-29,bumi_other,147.4,2010
01/01/2010,female,25-29,chinese,261.8,2010
01/01/2010,female,25-29,indian,87.9,2010
01/01/2010,female,25-29,other_citizen,9.7,2010
01/01/2010,female,30-34,overall,1019.3,2010
01/01/2010,female,30-34,bumi_malay,479.3,2010
01/01/2010,female,30-34,bumi_other,110.4,2010
01/01/2010,female,30-34,chinese,231.1,2010
01/01/2010,female,30-34,indian,72.7,2010
01/01/2010,female,30-34,other_citizen,6.5,2010
01/01/2010,female,35-39,overall,941.1,2010
01/01/2010,female,35-39,bumi_malay,442.1,2010
01/01/2010,female,35-39,bumi_other,103.4,2010
01/01/2010,female,35-39,chinese,225.2,2010
01/01/2010,female,35-39,indian,66.9,2010
01/01/2010,female,35-39,other_citizen,5.6,2010
01/01/2010,female,40-44,overall,883.1,2010
01/01/2010,female,40-44,bumi_malay,420.8,2010
01/01/2010,female,40-44,bumi_other,94,2010
01/01/2010,female,40-44,chinese,228.2,2010
01/01/2010,female,40-44,indian,66.6,2010
01/01/2010,female,40-44,other_citizen,5.3,2010
01/01/2010,female,45-49,overall,774.2,2010
01/01/2010,female,45-49,bumi_malay,379.3,2010
01/01/2010,female,45-49,bumi_other,80.3,2010
01/01/2010,female,45-49,chinese,206.6,2010
01/01/2010,female,45-49,indian,62.7,2010
01/01/2010,female,45-49,other_citizen,4.6,2010
01/01/2010,female,50-54,overall,664.1,2010
01/01/2010,female,50-54,bumi_malay,329.4,2010
01/01/2010,female,50-54,bumi_other,63.2,2010
01/01/2010,female,50-54,chinese,186.9,2010
01/01/2010,female,50-54,indian,55.9,2010
01/01/2010,female,50-54,other_citizen,3.7,2010
01/01/2010,female,55-59,overall,519.1,2010
01/01/2010,female,55-59,bumi_malay,257.9,2010
01/01/2010,female,55-59,bumi_other,43.4,2010
01/01/2010,female,55-59,chinese,157.7,2010
01/01/2010,female,55-59,indian,42.3,2010
01/01/2010,female,55-59,other_citizen,2.6,2010
01/01/2010,female,60-64,overall,406.7,2010
01/01/2010,female,60-64,bumi_malay,194.8,2010
01/01/2010,female,60-64,bumi_other,34.3,2010
01/01/2010,female,60-64,chinese,133.2,2010
01/01/2010,female,60-64,indian,32.3,2010
01/01/2010,female,60-64,other_citizen,1.8,2010
01/01/2010,female,65-69,overall,267.6,2010
01/01/2010,female,65-69,bumi_malay,125.9,2010
01/01/2010,female,65-69,bumi_other,26.5,2010
01/01/2010,female,65-69,chinese,89.8,2010
01/01/2010,female,65-69,indian,17.5,2010
01/01/2010,female,65-69,other_citizen,1.3,2010
01/01/2010,female,70-74,overall,208.6,2010
01/01/2010,female,70-74,bumi_malay,100.8,2010
01/01/2010,female,70-74,bumi_other,17.9,2010
01/01/2010,female,70-74,chinese,70.9,2010
01/01/2010,female,70-74,indian,13.8,2010
01/01/2010,female,70-74,other_citizen,0.9,2010
01/01/2010,female,75-79,overall,123.4,2010
01/01/2010,female,75-79,bumi_malay,56.7,2010
01/01/2010,female,75-79,bumi_other,12.7,2010
01/01/2010,female,75-79,chinese,41.6,2010
01/01/2010,female,75-79,indian,8.9,2010
01/01/2010,female,75-79,other_citizen,0.6,2010
01/01/2010,female,80-84,overall,80.7,2010
01/01/2010,female,80-84,bumi_malay,39,2010
01/01/2010,female,80-84,bumi_other,7.4,2010
01/01/2010,female,80-84,chinese,27,2010
01/01/2010,female,80-84,indian,4.6,2010
01/01/2010,female,80-84,other_citizen,0.4,2010
01/01/2010,female,85+,overall,56.9,2010
01/01/2010,female,85+,bumi_malay,27.3,2010
01/01/2010,female,85+,bumi_other,4.7,2010
01/01/2010,female,85+,chinese,18.6,2010
01/01/2010,female,85+,indian,3.4,2010
01/01/2010,female,85+,other_citizen,0.3,2010
01/01/2010,male,0-4,overall,1288.2,2010
01/01/2010,male,0-4,bumi_malay,749.9,2010
01/01/2010,male,0-4,bumi_other,192.2,2010
01/01/2010,male,0-4,chinese,223.2,2010
01/01/2010,male,0-4,indian,76.2,2010
01/01/2010,male,0-4,other_citizen,18.9,2010
01/01/2010,male,5-9,overall,1364.5,2010
01/01/2010,male,5-9,bumi_malay,782.2,2010
01/01/2010,male,5-9,bumi_other,196.5,2010
01/01/2010,male,5-9,chinese,255.3,2010
01/01/2010,male,5-9,indian,86.4,2010
01/01/2010,male,5-9,other_citizen,16,2010
01/01/2010,male,10-14,overall,1358.4,2010
01/01/2010,male,10-14,bumi_malay,773.8,2010
01/01/2010,male,10-14,bumi_other,188,2010
01/01/2010,male,10-14,chinese,268,2010
01/01/2010,male,10-14,indian,89.6,2010
01/01/2010,male,10-14,other_citizen,14.1,2010
01/01/2010,male,15-19,overall,1453.8,2010
01/01/2010,male,15-19,bumi_malay,765.1,2010
01/01/2010,male,15-19,bumi_other,188.1,2010
01/01/2010,male,15-19,chinese,282.9,2010
01/01/2010,male,15-19,indian,91.7,2010
01/01/2010,male,15-19,other_citizen,13.3,2010
01/01/2010,male,20-24,overall,1504,2010
01/01/2010,male,20-24,bumi_malay,702.5,2010
01/01/2010,male,20-24,bumi_other,160,2010
01/01/2010,male,20-24,chinese,270.1,2010
01/01/2010,male,20-24,indian,94.5,2010
01/01/2010,male,20-24,other_citizen,12.1,2010
01/01/2010,male,25-29,overall,1478.9,2010
01/01/2010,male,25-29,bumi_malay,635.3,2010
01/01/2010,male,25-29,bumi_other,147.8,2010
01/01/2010,male,25-29,chinese,270,2010
01/01/2010,male,25-29,indian,90.2,2010
01/01/2010,male,25-29,other_citizen,9.9,2010
01/01/2010,male,30-34,overall,1162.4,2010
01/01/2010,male,30-34,bumi_malay,496.3,2010
01/01/2010,male,30-34,bumi_other,112.5,2010
01/01/2010,male,30-34,chinese,252.5,2010
01/01/2010,male,30-34,indian,76.7,2010
01/01/2010,male,30-34,other_citizen,6,2010
01/01/2010,male,35-39,overall,1013.7,2010
01/01/2010,male,35-39,bumi_malay,441.1,2010
01/01/2010,male,35-39,bumi_other,104.6,2010
01/01/2010,male,35-39,chinese,243.2,2010
01/01/2010,male,35-39,indian,67.6,2010
01/01/2010,male,35-39,other_citizen,4.8,2010
01/01/2010,male,40-44,overall,908.4,2010
01/01/2010,male,40-44,bumi_malay,408.2,2010
01/01/2010,male,40-44,bumi_other,97.9,2010
01/01/2010,male,40-44,chinese,234.8,2010
01/01/2010,male,40-44,indian,63.1,2010
01/01/2010,male,40-44,other_citizen,4.9,2010
01/01/2010,male,45-49,overall,840.1,2010
01/01/2010,male,45-49,bumi_malay,385.8,2010
01/01/2010,male,45-49,bumi_other,88.4,2010
01/01/2010,male,45-49,chinese,233.6,2010
01/01/2010,male,45-49,indian,64,2010
01/01/2010,male,45-49,other_citizen,4.8,2010
01/01/2010,male,50-54,overall,706.7,2010
01/01/2010,male,50-54,bumi_malay,326.5,2010
01/01/2010,male,50-54,bumi_other,71.1,2010
01/01/2010,male,50-54,chinese,209.6,2010
01/01/2010,male,50-54,indian,54.9,2010
01/01/2010,male,50-54,other_citizen,4.7,2010
01/01/2010,male,55-59,overall,547,2010
01/01/2010,male,55-59,bumi_malay,256.3,2010
01/01/2010,male,55-59,bumi_other,50.3,2010
01/01/2010,male,55-59,chinese,174,2010
01/01/2010,male,55-59,indian,41.2,2010
01/01/2010,male,55-59,other_citizen,3.5,2010
01/01/2010,male,60-64,overall,416.8,2010
01/01/2010,male,60-64,bumi_malay,190.6,2010
01/01/2010,male,60-64,bumi_other,34.9,2010
01/01/2010,male,60-64,chinese,145.4,2010
01/01/2010,male,60-64,indian,29.8,2010
01/01/2010,male,60-64,other_citizen,2,2010
01/01/2010,male,65-69,overall,270.4,2010
01/01/2010,male,65-69,bumi_malay,118,2010
01/01/2010,male,65-69,bumi_other,26.8,2010
01/01/2010,male,65-69,chinese,100.1,2010
01/01/2010,male,65-69,indian,15.6,2010
01/01/2010,male,65-69,other_citizen,1.5,2010
01/01/2010,male,70-74,overall,200.7,2010
01/01/2010,male,70-74,bumi_malay,88.3,2010
01/01/2010,male,70-74,bumi_other,17.7,2010
01/01/2010,male,70-74,chinese,76.5,2010
01/01/2010,male,70-74,indian,11.5,2010
01/01/2010,male,70-74,other_citizen,1,2010
01/01/2010,male,75-79,overall,110,2010
01/01/2010,male,75-79,bumi_malay,46.7,2010
01/01/2010,male,75-79,bumi_other,11.9,2010
01/01/2010,male,75-79,chinese,40.3,2010
01/01/2010,male,75-79,indian,6.9,2010
01/01/2010,male,75-79,other_citizen,0.7,2010
01/01/2010,male,80-84,overall,63.6,2010
01/01/2010,male,80-84,bumi_malay,28.8,2010
01/01/2010,male,80-84,bumi_other,6.6,2010
01/01/2010,male,80-84,chinese,21.7,2010
01/01/2010,male,80-84,indian,3.6,2010
01/01/2010,male,80-84,other_citizen,0.4,2010
01/01/2010,male,85+,overall,43.2,2010
01/01/2010,male,85+,bumi_malay,19.7,2010
01/01/2010,male,85+,bumi_other,4.6,2010
01/01/2010,male,85+,chinese,12.9,2010
01/01/2010,male,85+,indian,2.6,2010
01/01/2010,male,85+,other_citizen,0.3,2010
01/01/2011,female,0-4,overall,1217.5,2011
01/01/2011,female,0-4,bumi_malay,712.5,2011
01/01/2011,female,0-4,bumi_other,179.1,2011
01/01/2011,female,0-4,chinese,201.2,2011
01/01/2011,female,0-4,indian,71.2,2011
01/01/2011,female,0-4,other_citizen,19,2011
01/01/2011,female,5-9,overall,1275.1,2011
01/01/2011,female,5-9,bumi_malay,733.6,2011
01/01/2011,female,5-9,bumi_other,187.1,2011
01/01/2011,female,5-9,chinese,232.7,2011
01/01/2011,female,5-9,indian,80.4,2011
